#,施設名,ステータス（表示用）,ステータス,キャリア,所在地,緯度,経度,マッピング上の特記事項,提供サービス,開設時間,定休日,対象者,利用に関する特記事項,出典,出典確認日時,都道府県,市区町村,地名以下
76,ドコモショップフレスポ恵み野店,通常営業（ドコモ）,通常営業,ドコモ,北海道 恵庭市 恵み野里美 2丁目15 フレスポ恵み野ノースエリア内,42.9058083,141.5715094,,充電,10:00 - 19:00,無休,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,恵庭市,恵み野里美 2丁目15 フレスポ恵み野ノースエリア内
77,ドコモショップ余市店,通常営業（ドコモ）,通常営業,ドコモ,北海道 余市郡余市町 黒川町10丁目 60-1,43.1846224,140.7950975,,充電,10:00 - 20:00,第3木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,余市郡余市町,黒川町10丁目 60-1
78,ドコモショップようてい店,通常営業（ドコモ）,通常営業,ドコモ,北海道 虻田郡倶知安町 南7条西1丁目 10-7,42.8942774,140.7516293,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,虻田郡倶知安町,南7条西1丁目 10-7
79,ドコモショップ浦河店,通常営業（ドコモ）,通常営業,ドコモ,北海道 浦河郡浦河町 大通 2丁目 16-2,42.1625083,142.7745341,,充電,10:00 - 19:00,無休,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,浦河郡浦河町,大通 2丁目 16-2
80,ドコモショップ静内店,通常営業（ドコモ）,通常営業,ドコモ,北海道 日高郡新ひだか町 静内木場町 2-2-3,42.3414862,142.353797,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,日高郡新ひだか町,静内木場町 2-2-3
81,ドコモショップ新ひだか店,休業中（ドコモ）,休業中,ドコモ,北海道 日高郡新ひだか町 静内末広町 2-2-1 イオン静内店 1階,42.3429704,142.3556794,,充電,9:00 - 21:00,無休,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,日高郡新ひだか町,静内末広町 2-2-1 イオン静内店 1階
82,ドコモショップ伊達店,通常営業（ドコモ）,通常営業,ドコモ,北海道 伊達市 末永町 8-4,42.4739948,140.8614481,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,伊達市,末永町 8-4
83,ドコモショップ苫小牧明野新町店,通常営業（ドコモ）,通常営業,ドコモ,北海道 苫小牧市 明野新町 1丁目1-7,42.6573152,141.6389796,,充電,10:00 - 19:00,第3木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,苫小牧市,明野新町 1丁目1-7
84,ドコモショップ苫小牧店,通常営業（ドコモ）,通常営業,ドコモ,北海道 苫小牧市 木場町 1丁目4-10,42.6407705,141.5971726,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,苫小牧市,木場町 1丁目4-10
85,ドコモショップ苫小牧バイパス店,通常営業（ドコモ）,通常営業,ドコモ,北海道 苫小牧市 澄川町 4丁目1-12,42.616516,141.5071697,,充電,"10:00 - 20:00

【営業時間変更】
2018年9月21日（金）：10:00 - 22:00
2018年9月22日（土）：10:00 - 22:00
2018年9月23日（日）：10:00 - 22:00 ",第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,苫小牧市,澄川町 4丁目1-12
86,ドコモショップ富川店,休業中（ドコモ）,休業中,ドコモ,北海道 沙流郡日高町 富川南 2-2-5 マックスバリュ富川店内,42.519696,142.02526,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,沙流郡日高町,富川南 2-2-5 マックスバリュ富川店内
87,ドコモショップ登別店,通常営業（ドコモ）,通常営業,ドコモ,北海道 登別市 若草町 2-14-15,42.3702018,141.0566638,,充電,10:00 - 19:00,"第2火曜

【臨時休業日】
2018年9月20日（木）",,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,登別市,若草町 2-14-15
88,ドコモショップ室蘭店,通常営業（ドコモ）,通常営業,ドコモ,北海道 室蘭市 中島町 1-9-4,42.3518211,141.0131865,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,室蘭市,中島町 1-9-4
89,ドコモショップイオン上磯店,通常営業（ドコモ）,通常営業,ドコモ,北海道 北斗市 七重浜 4-44-1,41.8219678,140.7109066,,充電,10:00 - 20:00,無休,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,北斗市,七重浜 4-44-1
90,ドコモショップ今金店,通常営業（ドコモ）,通常営業,ドコモ,北海道 瀬棚郡今金町 字神丘 546,42.4324108,140.0007116,,充電,"10:30 - 19:00

【営業時間変更】
2018年10月23日（火）：10:30 - 15:30",第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,瀬棚郡今金町,字神丘 546
91,ドコモショップ江差店,通常営業（ドコモ）,通常営業,ドコモ,北海道 檜山郡江差町 字伏木戸町 561,41.9163092,140.1466514,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,檜山郡江差町,字伏木戸町 561
92,ドコモショップ函館新道店,通常営業（ドコモ）,通常営業,ドコモ,北海道 函館市 石川町 173-3,41.832148,140.7356238,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,函館市,石川町 173-3
93,ドコモショップ函館店,通常営業（ドコモ）,通常営業,ドコモ,北海道 函館市 五稜郭町 12-16 ピュアパレス五稜郭1F,41.7951864,140.7510883,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,函館市,五稜郭町 12-16 ピュアパレス五稜郭1F
94,ドコモショップ函館戸倉店,通常営業（ドコモ）,通常営業,ドコモ,北海道 函館市 戸倉町 320-1,41.7801337,140.8008829,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,函館市,戸倉町 320-1
95,ドコモショップ函館本通店,通常営業（ドコモ）,通常営業,ドコモ,北海道 函館市 本通 4丁目16-22,41.7982642,140.776148,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,函館市,本通 4丁目16-22
96,ドコモショップ函館若松店,通常営業（ドコモ）,通常営業,ドコモ,北海道 函館市 若松町 26-7,41.7752594,140.7309544,,充電,10:00 - 19:00,第3木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,函館市,若松町 26-7
97,ドコモショップ北斗店,通常営業（ドコモ）,通常営業,ドコモ,北海道 北斗市 七重浜 8丁目-4-1,41.8199533,140.6922331,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,北斗市,七重浜 8丁目-4-1
98,ドコモショップ美原店,通常営業（ドコモ）,通常営業,ドコモ,北海道 函館市 美原 3-8-8,41.8162143,140.7516206,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,函館市,美原 3-8-8
99,ドコモショップ森店,通常営業（ドコモ）,通常営業,ドコモ,北海道 茅部郡森町 森川町 228-45 イエローグローブ内,42.0991097,140.5827065,,充電,"10:30 - 19:00

【営業時間変更】
2018年10月23日（火）：10:30 - 16:00",第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,茅部郡森町,森川町 228-45 イエローグローブ内
100,ドコモショップ八雲店,通常営業（ドコモ）,通常営業,ドコモ,北海道 二海郡八雲町 本町 88,42.256085,140.2699562,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,二海郡八雲町,本町 88
