名称（基本）,名称,緯度,経度,標高 (m),所在地,津波発生時,耐震性,対応している災害,対応していない災害,欲しいもの,足りているもの,困っていること,その他連絡事項,福祉,状況,避難所の種類,状況・避難所の種類（グループ分け用）,開設日時,閉鎖日時,避難者数,避難者数のカウント日時,出典,不明点,更新日時,編集者
阿蘇中学校,（開設中）阿蘇中学校,32.9680509,131.0374041,,熊本県 阿蘇市 内牧 609,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.aso.kumamoto.jp/kumamoto_eq/earthquake_evacuation/evacuation/,,2016-04-30 4:13:40 +0900,藤田 周
阿蘇小学校,（開設中）阿蘇小学校,32.9343763,131.0823779,,熊本県 阿蘇市 黒川 1234-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.aso.kumamoto.jp/kumamoto_eq/earthquake_evacuation/evacuation/,,2016-04-30 4:13:40 +0900,藤田 周
阿蘇西小学校,（開設中）阿蘇西小学校,32.9274233,131.0021325,,熊本県 阿蘇市 的石 1494,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.aso.kumamoto.jp/kumamoto_eq/earthquake_evacuation/evacuation/,,2016-04-30 4:13:40 +0900,藤田 周
農村環境改善センター,（開設中）農村環境改善センター,32.9706122,131.0436563,,熊本県 阿蘇市 内牧 976-2,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.aso.kumamoto.jp/kumamoto_eq/earthquake_evacuation/evacuation/,,2016-04-30 4:13:40 +0900,藤田 周
内牧支所,（開設中）内牧支所,32.971577,131.043724,,熊本県 阿蘇市 内牧 1111-3,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.aso.kumamoto.jp/kumamoto_eq/earthquake_evacuation/evacuation/,,2016-04-30 4:13:40 +0900,藤田 周
山田小学校,（開設中）山田小学校,32.969659,131.089603,,熊本県 阿蘇市 小野田 567-2,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.aso.kumamoto.jp/kumamoto_eq/earthquake_evacuation/evacuation/,,2016-04-30 4:13:40 +0900,藤田 周
旧尾ヶ石東部小学校,（開設中）旧尾ヶ石東部小学校,32.952769,131.019454,,熊本県 阿蘇市 狩尾 675,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.aso.kumamoto.jp/kumamoto_eq/earthquake_evacuation/evacuation/,,2016-04-30 4:13:40 +0900,藤田 周
波野保健福祉センター,（開設中）波野保健福祉センター,32.9706122,131.0436563,,熊本県 阿蘇市 内牧 976-2,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.aso.kumamoto.jp/kumamoto_eq/earthquake_evacuation/evacuation/,,2016-04-30 4:13:40 +0900,藤田 周
南小国町役場,（開設中）【自主】南小国町役場,33.0983104,131.0708453,,熊本県 阿蘇郡南小国町 赤馬場 143,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
元気プラザ中原,（開設中）【自主】元気プラザ中原,33.0811882,131.0510366,,熊本県 阿蘇郡南小国町 中原 2489-3,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
りんどうケ丘小学校,（開設中）【自主】りんどうケ丘小学校,33.0771129,131.1292355,,熊本県 阿蘇郡南小国町 満願寺 7045,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
市原小学校,（閉鎖）市原小学校,33.0974382,131.0695316,,熊本県 阿蘇郡南小国町 赤馬場 1922,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
中原小学校,（閉鎖）中原小学校,33.0830076,131.0499561,,熊本県 阿蘇郡南小国町 中原 2469,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
平瀬公民館,（閉鎖）平瀬公民館,33.1011103,131.0545637,,熊本県 阿蘇郡南小国町 中原 1351,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
脇戸公民館,（閉鎖）脇戸公民館,33.1035464,131.0765694,,熊本県 阿蘇郡南小国町 赤馬場 448,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
上中原公民館,（閉鎖）上中原公民館,33.0741771,131.0513229,,熊本県 阿蘇郡南小国町 中原 423,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
竹ノ熊公民館,（閉鎖）竹ノ熊公民館,33.0918522,131.0758478,,熊本県 阿蘇郡南小国町 赤馬場 2085,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
べっちん館,（閉鎖）べっちん館,33.077816,131.1417398,,熊本県 阿蘇郡南小国町 満願寺 6595-3,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
りんどう荘,（閉鎖）りんどう荘,33.0926827,131.0680514,,熊本県 阿蘇郡南小国町 赤馬場 3388-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
里組公民館,（閉鎖）里組公民館,33.0880468,131.083,,熊本県 阿蘇郡南小国町 満願寺 554,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
扇公民館,（閉鎖）扇公民館,33.0733994,131.1093818,,熊本県 阿蘇郡南小国町 満願寺 2916,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
下中原公民館,（閉鎖）下中原公民館,33.0887826,131.055664,,熊本県 阿蘇郡南小国町 中原 1040,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
グループホーム森園,（閉鎖）グループホーム森園,33.091666,131.0689819,,熊本県 阿蘇郡南小国町 赤馬場 3366,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
悠清苑,（閉鎖）悠清苑,33.0726103,131.126372,,熊本県 阿蘇郡南小国町 満願寺 5854-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
湯田公民館,（閉鎖）湯田公民館,33.0742913,131.035604,,熊本県 阿蘇郡南小国町 中原 4249,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
波居原公民館,（閉鎖）波居原公民館,33.0777715,131.141151,,熊本県 阿蘇郡南小国町 満願寺 8120,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.minamioguni.kumamoto.jp/news/000353.php,,2016-04-30 4:09:20 +0900,藤田 周
