名称,名称（基本）,所在地,緯度,経度,標高 (m),津波発生時,耐震性,対応している災害,対応していない災害,欲しいもの,足りているもの,困っていること,その他連絡事項,福祉,状況,避難所の種類,避難所の種類・状況,開設日時,閉鎖日時,避難者数,避難者数のカウント日時,出典,不明点,確認日時,編集者
（閉鎖）鍛治区公民館＜詳細位置不明＞,鍛治区公民館,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）吹田地区コミュニティセンター＜詳細位置不明＞,吹田地区コミュニティセンター,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）新区公民館＜詳細位置不明＞,新区公民館,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）上町区公民館,上町区公民館,熊本県 菊池郡大津町 町 271,32.8581166,130.8663264,92,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）つつじ台区公民館＜詳細位置不明＞,つつじ台区公民館,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）カブトムシ公園,カブトムシ公園,熊本県 菊池郡大津町 大字大津 1209,32.8793342,130.868809,122.9684753,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）中島区駐車場＜詳細位置不明＞,中島区駐車場,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）日吉が丘区公民館＜詳細位置不明＞,日吉が丘区公民館,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）岩戸の里,岩戸の里,熊本県 菊池郡大津町 外牧 31-1,32.8731537,130.9457077,167.4910431,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）昭和園,昭和園,熊本県 菊池郡大津町 室,32.8792091,130.8664481,121.7021332,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）外牧区公民館＜詳細位置不明＞,外牧区公民館,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）菊阿中学校,菊阿中学校,熊本県 菊池郡大津町 大林 850,32.8838877,130.9067611,203.8114319,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）さくら公園＜詳細位置不明＞,さくら公園,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）錦野神社,錦野神社,熊本県 菊池郡大津町 錦野 118,32.8646673,130.9101445,116.1575012,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）町営グラウンド,町営グラウンド,熊本県 菊池郡大津町 大津 2080-11,32.8834646,130.8753362,166.1502838,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）町営グラウンド北側＜詳細位置不明＞,町営グラウンド北側,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）音楽幼稚園,音楽幼稚園,熊本県 菊池郡大津町 大津 1604,32.8824066,130.8832495,151.3259277,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）上大津区公民館＜詳細位置不明＞,上大津区公民館,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）御願所区公民館＜詳細位置不明＞,御願所区公民館,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）多々良区公民館＜詳細位置不明＞,多々良区公民館,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
（閉鎖）大津支援学校,大津支援学校,熊本県 菊池郡大津町 室 1381,32.8857555,130.8569376,162.3527222,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）光進園,光進園,熊本県 菊池郡大津町 室 1707,32.8878331,130.8567764,162.9932861,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）大寿園,大寿園,熊本県 菊池郡大津町 室 1710-3,32.8886802,130.8561653,160.8158264,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）旧護川小学校,旧護川小学校,熊本県 菊池郡大津町 杉水 3092,32.9100253,130.8501763,163.8849487,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）中陣内区公民館,中陣内区公民館,熊本県 菊池郡大津町 大字陣内 1489-1,32.8618414,130.8724424,101.333847,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,,2016-07-10 23:10 +0900,藤田 周
（閉鎖）上陣内区公民館＜詳細位置不明＞,上陣内区公民館,熊本県 菊池郡大津町,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.town.ozu.kumamoto.jp/emergency/_10624.html,詳細位置不明,2016-07-10 23:10 +0900,藤田 周
